"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","13229","Cart details visibility and persistence","chromium","2026-05-28","failed","2026-05-28","Homepage & Navigation Module","cart_management\cart_management.spec.js","",""
"","25408","CT_06 - Decrease Quantity Button Works","chromium","2026-05-28","failed","2026-05-28","Cart Management Module","cart_management\check.spec.js","",""
"","30118","CT_11","chromium","2026-05-28","broken","2026-05-28","Cart Management Module","cart_management\cart_management.spec.js","",""
"","0","PLP_03 - Buy Now button works","webkit","2026-05-28","skipped","2026-05-28","","productListing\product.spec.js","",""
"","1","PLP_05 - Product prices visible","firefox","2026-05-28","skipped","2026-05-28","","productListing\product.spec.js","",""
"","12585","CT_14 - Maximum Quantity Limit","chromium","2026-05-28","passed","2026-05-28","Cart Management Module","cart_management\check.spec.js","",""
"","11813","HN_15 - Homepage responsive at mobile viewport","chromium","2026-05-28","passed","2026-05-28","Homepage & Navigation Module","homepage\homepage.spec.js","",""
"","0","PLP_06 - Product tiles visible","webkit","2026-05-28","skipped","2026-05-28","","productListing\product.spec.js","",""
"","15323","PLP_06 - Product tiles visible","chromium","2026-05-28","passed","2026-05-28","","productListing\product.spec.js","",""
"","0","PLP_02 - Product page opens correctly","webkit","2026-05-28","skipped","2026-05-28","","productListing\product.spec.js","",""
"","0","S3 - Search textbox redirect to result page","webkit","2026-05-28","skipped","2026-05-28","Search Module","search\search.spec.js","",""
"","15497","CT_03 - Opening Cart Page Successfully","chromium","2026-05-28","passed","2026-05-28","Cart Management Module","cart_management\check.spec.js","",""
"","23055","CT_13 - Cart Checkout Navigation","chromium","2026-05-28","failed","2026-05-28","Cart Management Module","cart_management\check.spec.js","",""
"","0","S10 - User can open product from search results","firefox","2026-05-28","skipped","2026-05-28","Search Module","search\search.spec.js","",""
"","30430","CT_05 - Decrease Quantity Button Works","chromium","2026-05-28","broken","2026-05-28","Homepage & Navigation Module","cart_management\cart_management.spec.js","",""
"","6091","PD_02 - Product information visibility","chromium","2026-05-28","failed","2026-05-28","Product Details","product_details\productDetails.spec.js","",""
"","0","HN_14 - Browser back button works correctly","firefox","2026-05-28","skipped","2026-05-28","Homepage & Navigation Module","homepage\homepage.spec.js","",""
"","30554","CT_04 - Increase Quantity Button Works","chromium","2026-05-28","broken","2026-05-28","Homepage & Navigation Module","cart_management\cart_management.spec.js","",""
"","0","S4 - Invalid Search Handled Correctly","webkit","2026-05-28","skipped","2026-05-28","Search Module","search\search.spec.js","",""
"","0","PD_03 - Product image loads successfully","firefox","2026-05-28","skipped","2026-05-28","Product Details","product_details\productDetails.spec.js","",""
"","0","S1 - Search Icon Opens to Search box","firefox","2026-05-28","skipped","2026-05-28","Search Module","search\search.spec.js","",""
"","0","S6 - Multiple searches work correctly","webkit","2026-05-28","skipped","2026-05-28","Search Module","search\search.spec.js","",""
"","0","PD_02 - Store Page Shows Products Correctly","firefox","2026-05-28","skipped","2026-05-28","Product Details","product_details\productDetails.spec.js","",""
"","14030","HN_13 - Change location popup opens correctly","chromium","2026-05-28","passed","2026-05-28","Homepage & Navigation Module","homepage\homepage.spec.js","",""
"","1","PLP_06 - Product tiles visible","firefox","2026-05-28","skipped","2026-05-28","","productListing\product.spec.js","",""
"","30880","CT_02 - Verifying cart items updated correctly","chromium","2026-05-28","broken","2026-05-28","Cart Management Module","cart_management\cart_management.spec.js","",""
"","11936","CT_01 - Add Product to Cart","chromium","2026-05-28","passed","2026-05-28","Cart Management Module","cart_management\check.spec.js","",""
"","21983","PD_02 - Store Page Shows Products Correctly","chromium","2026-05-28","failed","2026-05-28","Product Details","product_details\productDetails.spec.js","",""
"","1","S7 - Search closes successfully","webkit","2026-05-28","skipped","2026-05-28","Search Module","search\search.spec.js","",""
"","1","PLP_04 - Learn More button works","firefox","2026-05-28","skipped","2026-05-28","","productListing\product.spec.js","",""
"","0","PLP_04 - Learn More button works","webkit","2026-05-28","skipped","2026-05-28","","productListing\product.spec.js","",""
"","9771","HN_04 - Hero banner Learn More button works","chromium","2026-05-28","passed","2026-05-28","Homepage & Navigation Module","homepage\homepage.spec.js","",""
"","13136","HN_14 - Browser back button works correctly","chromium","2026-05-28","failed","2026-05-28","Homepage & Navigation Module","homepage\homepage.spec.js","",""
"","12002","CT_04 - Verify Product Details in Cart","chromium","2026-05-28","passed","2026-05-28","","cart_management\cart_management.spec.js","",""
"","15569","PLP_03 - Buy Now button works","chromium","2026-05-28","passed","2026-05-28","","productListing\product.spec.js","",""
"","0","PLP_01 - Product listing page loads correctly","webkit","2026-05-28","skipped","2026-05-28","","productListing\product.spec.js","",""
"","10315","HN_08 - Cart opens successfully","chromium","2026-05-28","passed","2026-05-28","Homepage & Navigation Module","homepage\homepage.spec.js","",""
"","0","S3 - Search textbox redirect to result page","firefox","2026-05-28","skipped","2026-05-28","Search Module","search\search.spec.js","",""
"","9581","HN_02 - Cookie popup accepts correctly","chromium","2026-05-28","passed","2026-05-28","Homepage & Navigation Module","homepage\homepage.spec.js","",""
"","0","S1 - Search Icon Opens to Search box","webkit","2026-05-28","skipped","2026-05-28","Search Module","search\search.spec.js","",""
"","30105","CT_10 - Cart Persistence (refresh)","chromium","2026-05-28","broken","2026-05-28","Homepage & Navigation Module","cart_management\cart_management.spec.js","",""
"","10067","HN_12 - Sticky navbar visible while scrolling","chromium","2026-05-28","passed","2026-05-28","Homepage & Navigation Module","homepage\homepage.spec.js","",""
"","0","PLP_03 - Buy Now button works","firefox","2026-05-28","skipped","2026-05-28","","productListing\product.spec.js","",""
"","6319","HN_01 - Homepage loads successfully","chromium","2026-05-28","passed","2026-05-28","Homepage & Navigation Module","homepage\homepage.spec.js","",""
"","18674","CT_04 - Verify Product Details in Cart","chromium","2026-05-28","passed","2026-05-28","Cart Management Module","cart_management\check.spec.js","",""
"","20747","CT_02 - Verifying cart items updated correctly","chromium","2026-05-28","passed","2026-05-28","","cart_management\cart_management.spec.js","",""
"","9078","S2 - Search textbox accepts text","chromium","2026-05-28","passed","2026-05-28","Search Module","search\search.spec.js","",""
"","0","S6 - Multiple searches work correctly","firefox","2026-05-28","skipped","2026-05-28","Search Module","search\search.spec.js","",""
"","30182","CT_08 - Remove Product Button Works","chromium","2026-05-28","broken","2026-05-28","Homepage & Navigation Module","cart_management\cart_management.spec.js","",""
"","7941","CT_12 - Add Different Products to Cart","chromium","2026-05-28","passed","2026-05-28","Cart Management Module","cart_management\cart_management.spec.js","",""
"","30592","CT_05 - Increase Quantity Button Works","chromium","2026-05-28","broken","2026-05-28","Cart Management Module","cart_management\cart_management.spec.js","",""
"","15847","test","chromium","2026-05-28","passed","2026-05-28","Homepage & Navigation Module","cart_management\cart_management.spec.js","",""
"","17283","CT_01 - Add Product to cart","chromium","2026-05-28","failed","2026-05-28","Homepage & Navigation Module","cart_management\cart_management.spec.js","",""
"","13034","Verify Product details in cart","chromium","2026-05-28","failed","2026-05-28","Homepage & Navigation Module","cart_management\cart_management.spec.js","",""
"","18510","CT_09 - Subtotal Validation","chromium","2026-05-28","failed","2026-05-28","Cart Management Module","cart_management\cart_management.spec.js","",""
"","15320","S4 - Invalid Search Handled Correctly","chromium","2026-05-28","failed","2026-05-28","Search Module","search\search.spec.js","",""
"","15426","CT_11 - Add Same Product Twice","chromium","2026-05-28","passed","2026-05-28","Cart Management Module","cart_management\cart_management.spec.js","",""
"","10100","S1 - Search Icon Opens to Search box","chromium","2026-05-28","passed","2026-05-28","Search Module","search\search.spec.js","",""
"","20615","S6 - Multiple searches work correctly","chromium","2026-05-28","passed","2026-05-28","Search Module","search\search.spec.js","",""
"","0","PD_02 - Store Page Shows Products Correctly","webkit","2026-05-28","skipped","2026-05-28","Product Details","product_details\productDetails.spec.js","",""
"","16101","PLP_02 - Product page opens correctly","chromium","2026-05-28","passed","2026-05-28","","productListing\product.spec.js","",""
"","27889","CT_06 - Decrease Quantity Button Works","chromium","2026-05-28","passed","2026-05-28","Cart Management Module","cart_management\cart_management.spec.js","",""
"","0","PD_04 - Product image gallery works correctly","firefox","2026-05-28","skipped","2026-05-28","Product Details","product_details\productDetails.spec.js","",""
"","0","PD_01 Store Page loads correctly","firefox","2026-05-28","skipped","2026-05-28","Product Details","product_details\productDetails.spec.js","",""
"","24447","CT_09 - Subtotal Validation","chromium","2026-05-28","passed","2026-05-28","Homepage & Navigation Module","cart_management\cart_management.spec.js","",""
"","12389","HN_07 - Search input accepts typing and redirects","chromium","2026-05-28","passed","2026-05-28","Homepage & Navigation Module","homepage\homepage.spec.js","",""
"","30211","CT_13 - Maximum Quantity Limit","chromium","2026-05-28","broken","2026-05-28","Cart Management Module","cart_management\cart_management.spec.js","",""
"","0","S5 - Empty Search Validation works","firefox","2026-05-28","skipped","2026-05-28","Search Module","search\search.spec.js","",""
"","15056","CT - Cart Persistence after refresh","chromium","2026-05-28","failed","2026-05-28","Homepage & Navigation Module","cart_management\cart_management.spec.js","",""
"","30110","Decrease Quantity button Works","chromium","2026-05-28","broken","2026-05-28","Cart Management Module","cart_management\cart_management.spec.js","",""
"","0","S2 - Search textbox accepts text","firefox","2026-05-28","skipped","2026-05-28","Search Module","search\search.spec.js","",""
"","8632","CT_12 - Add Different Products to Cart","chromium","2026-05-28","passed","2026-05-28","Cart Management Module","cart_management\check.spec.js","",""
"","15961","PD_03 - Product image loads correctly","chromium","2026-05-28","failed","2026-05-28","Product Details","product_details\productDetails.spec.js","",""
"","0","S10 - User can open product from search results","webkit","2026-05-28","skipped","2026-05-28","Search Module","search\search.spec.js","",""
"","20790","PD_04 - Product image gallery works correctly","chromium","2026-05-28","passed","2026-05-28","Product Details","product_details\productDetails.spec.js","",""
"","21267","CT_10 - Cart Persistence (refresh)","chromium","2026-05-28","failed","2026-05-28","Cart Management Module","cart_management\check.spec.js","",""
"","22443","CT_13 - Cart Checkout Navigation","chromium","2026-05-28","passed","2026-05-28","Cart Management Module","cart_management\cart_management.spec.js","",""
"","1","S8 - Search works in mobile viewport","webkit","2026-05-28","skipped","2026-05-28","Search Module","search\search.spec.js","",""
"","30806","CT_01 - Add Product to cart","chromium","2026-05-28","broken","2026-05-28","Cart Management Module","cart_management\cart_management.spec.js","",""
"","32695","CT_07 - Empty Cart Validation","chromium","2026-05-28","broken","2026-05-28","Homepage & Navigation Module","cart_management\cart_management.spec.js","",""
"","0","PLP_02 - Product page opens correctly","firefox","2026-05-28","skipped","2026-05-28","","productListing\product.spec.js","",""
"","0","PD_01 Store Page loads correctly","webkit","2026-05-28","skipped","2026-05-28","Product Details","product_details\productDetails.spec.js","",""
"","0","PLP_05 - Product prices visible","webkit","2026-05-28","skipped","2026-05-28","","productListing\product.spec.js","",""
"","0","S2 - Search textbox accepts text","webkit","2026-05-28","skipped","2026-05-28","Search Module","search\search.spec.js","",""
"","8876","CT_08 - Empty Cart Validation","chromium","2026-05-28","passed","2026-05-28","Cart Management Module","cart_management\check.spec.js","",""
"","1","PD_04 - Product image gallery works correctly","webkit","2026-05-28","skipped","2026-05-28","Product Details","product_details\productDetails.spec.js","",""
"","9181","S7 - Search closes successfully","chromium","2026-05-28","passed","2026-05-28","Search Module","search\search.spec.js","",""
"","0","S9 - Search works with uppercase input","firefox","2026-05-28","skipped","2026-05-28","Search Module","search\search.spec.js","",""
